time_elapsed,valve_V1,valve_V2,valve_V3,furnaceTempSp,furnaceTemp,columnPres,columnLevel,defect_pump_fail,defect_coil_overheat,defect_valve_jam,accident_risk,status
36,1,0,1,220.0,153.93,0.45,64.49,0,0,0,41.67,running
37,1,0,1,220.0,154.39,0.459,64.65,0,0,0,44.17,running
38,1,0,1,220.0,154.93,0.469,64.82,0,0,0,46.94,running
39,1,0,1,220.0,155.56,0.479,64.99,0,0,0,49.72,running
40,1,0,1,220.0,156.01,0.488,65.15,0,0,0,52.22,accident
1,1,0,1,279.9,269.13,0.332,50.19,0,0,0,8.89,running
2,1,0,1,279.9,259.35,0.403,50.4,0,0,0,28.61,running
3,1,0,1,279.9,250.94,0.464,50.61,0,0,0,45.56,running
4,1,0,1,279.9,243.74,0.516,50.83,0,0,0,60.0,accident
1,1,0,1,280.0,269.07,0.334,50.22,0,0,0,9.44,running
2,1,0,1,280.0,259.37,0.406,50.43,0,0,0,29.44,running
3,1,0,1,280.0,251.02,0.468,50.66,0,0,0,46.67,running
4,1,0,1,280.0,243.76,0.522,50.88,0,0,0,61.67,accident
1,1,0,1,280.0,269.15,0.334,50.2,0,0,0,9.44,running
2,1,0,1,280.0,259.42,0.406,50.4,0,0,0,29.44,running
3,1,0,1,280.0,250.91,0.468,50.59,0,0,0,46.67,running
4,1,0,1,280.0,243.81,0.522,50.8,0,0,0,61.67,accident
1,1,0,1,272.2,268.4,0.332,50.19,0,0,0,8.89,running
2,1,0,1,272.2,258.09,0.402,50.4,0,0,0,28.33,running
3,1,0,1,272.2,249.27,0.461,50.59,0,0,0,44.72,running
4,1,0,1,272.2,241.7,0.512,50.82,0,0,0,58.89,accident
1,1,0,1,280.0,268.87,0.332,50.22,0,0,0,8.89,running
2,1,0,1,280.0,259.33,0.404,50.41,0,0,0,28.89,running
3,1,0,1,280.0,250.96,0.465,50.64,0,0,0,45.83,running
4,1,0,1,280.0,243.92,0.519,50.87,0,0,0,60.83,accident
1,1,0,0,150.0,145.4,0.25,50.62,0,0,0,0.0,running
2,1,0,0,150.0,141.44,0.25,51.2,0,0,0,0.0,running
3,1,0,0,150.0,137.95,0.252,51.79,0,0,0,0.0,running
4,1,0,0,150.0,135.19,0.254,52.37,0,0,0,0.0,running
5,1,0,0,150.0,132.73,0.256,52.99,0,0,0,0.0,running
6,1,0,0,150.0,130.35,0.259,53.6,0,0,0,0.0,running
7,1,0,0,150.0,128.5,0.261,54.19,0,0,0,0.0,running
8,1,0,0,150.0,126.89,0.264,54.8,0,0,0,0.0,running
9,1,0,0,150.0,125.55,0.267,55.42,0,0,0,0.0,running
10,1,0,0,150.0,124.33,0.271,56.02,0,0,0,0.0,running
11,1,0,0,150.0,123.09,0.275,56.61,0,0,0,0.0,running
12,1,0,0,150.0,122.18,0.28,57.2,0,0,0,0.0,running
13,1,0,0,150.0,121.2,0.285,57.78,0,0,0,0.0,running
14,1,0,0,150.0,120.34,0.289,58.39,0,0,0,0.0,running
15,1,0,0,150.0,119.53,0.294,58.97,0,0,0,0.0,running
16,1,0,0,150.0,118.88,0.301,59.59,0,0,0,0.28,running
17,1,0,0,150.0,118.45,0.308,60.2,0,0,0,2.22,running
18,1,0,0,150.0,118.24,0.315,60.79,0,0,0,4.17,running
19,1,0,0,150.0,117.9,0.321,61.41,0,0,0,5.83,running
20,1,0,0,150.0,117.54,0.329,62.0,0,0,0,8.06,running
21,1,0,1,220.0,122.98,0.337,62.16,0,0,0,10.28,running
22,1,0,1,220.0,127.72,0.345,62.34,0,0,0,12.5,running
23,1,0,1,220.0,131.8,0.353,62.49,0,0,0,14.72,running
24,1,0,1,220.0,135.2,0.361,62.66,0,0,0,16.94,running
25,1,0,1,220.0,138.19,0.369,62.82,0,0,0,19.17,running
26,1,0,1,220.0,140.67,0.378,62.97,0,0,0,21.67,running
27,1,0,1,220.0,143.08,0.386,63.15,0,0,0,23.89,running
28,1,0,1,220.0,144.89,0.394,63.33,0,0,0,26.11,running
29,1,0,1,220.0,146.62,0.403,63.52,0,0,0,28.61,running
30,1,0,1,220.0,148.17,0.412,63.67,0,0,0,31.11,running
31,1,0,1,220.0,149.4,0.419,63.83,0,0,0,33.06,running
32,1,0,1,220.0,150.7,0.428,63.97,0,0,0,35.56,running
33,1,0,1,220.0,151.64,0.436,64.15,0,0,0,37.78,running
34,1,0,1,220.0,152.55,0.444,64.33,0,0,0,40.0,running
35,1,0,1,220.0,153.12,0.452,64.47,0,0,0,42.22,running
36,1,0,1,220.0,153.9,0.46,64.61,0,0,0,44.44,running
37,1,0,1,220.0,154.38,0.468,64.76,0,0,0,46.67,running
38,1,0,1,220.0,154.87,0.478,64.91,0,0,0,49.44,running
39,1,0,1,220.0,155.27,0.486,65.08,0,0,0,51.67,accident
1,1,0,0,150.0,145.55,0.25,50.6,0,0,0,0.0,running
2,1,0,0,150.0,141.64,0.251,51.21,0,0,0,0.0,running
3,1,0,0,150.0,138.34,0.252,51.82,0,0,0,0.0,running
4,1,0,0,150.0,135.32,0.253,52.44,0,0,0,0.0,running
5,1,0,0,150.0,132.69,0.255,53.04,0,0,0,0.0,running
6,1,0,0,150.0,130.28,0.257,53.62,0,0,0,0.0,running
7,1,0,0,150.0,128.35,0.26,54.21,0,0,0,0.0,running
8,1,0,0,150.0,126.47,0.263,54.82,0,0,0,0.0,running
9,1,0,0,150.0,125.08,0.266,55.4,0,0,0,0.0,running
10,1,0,0,150.0,123.65,0.269,55.98,0,0,0,0.0,running
11,1,0,0,150.0,122.73,0.272,56.57,0,0,0,0.0,running
12,1,0,0,150.0,121.9,0.276,57.16,0,0,0,0.0,running
13,1,0,0,150.0,120.88,0.28,57.74,0,0,0,0.0,running
14,1,0,0,150.0,120.06,0.285,58.35,0,0,0,0.0,running
15,1,0,0,150.0,119.62,0.29,58.97,0,0,0,0.0,running
16,1,0,0,150.0,118.99,0.296,59.57,0,0,0,0.0,running
17,1,0,0,150.0,118.42,0.303,60.16,0,0,0,0.83,running
18,1,0,0,150.0,118.11,0.309,60.77,0,0,0,2.5,running
19,1,0,0,150.0,117.73,0.316,61.35,0,0,0,4.44,running
20,1,0,0,150.0,117.35,0.323,61.94,0,0,0,6.39,running
21,1,0,1,220.0,122.58,0.33,62.11,0,0,0,8.33,running
22,1,0,1,220.0,127.31,0.337,62.28,0,0,0,10.28,running
23,1,0,1,220.0,131.5,0.345,62.45,0,0,0,12.5,running
24,1,0,1,220.0,135.13,0.353,62.59,0,0,0,14.72,running
25,1,0,1,220.0,138.16,0.36,62.76,0,0,0,16.67,running
26,1,0,1,220.0,140.71,0.369,62.92,0,0,0,19.17,running
27,1,0,1,220.0,143.18,0.377,63.1,0,0,0,21.39,running
28,1,0,1,220.0,145.13,0.385,63.28,0,0,0,23.61,running
29,1,0,1,220.0,146.81,0.392,63.42,0,0,0,25.56,running
30,1,0,1,220.0,148.36,0.401,63.58,0,0,0,28.06,running
31,1,0,1,220.0,149.63,0.41,63.74,0,0,0,30.56,running
32,1,0,1,220.0,150.93,0.418,63.89,0,0,0,32.78,running
33,1,0,1,220.0,151.98,0.426,64.06,0,0,0,35.0,running
34,1,0,1,220.0,152.69,0.435,64.24,0,0,0,37.5,running
35,1,0,1,220.0,153.54,0.444,64.38,0,0,0,40.0,running
36,1,0,1,220.0,154.37,0.453,64.55,0,0,0,42.5,running
37,1,0,1,220.0,154.99,0.461,64.7,0,0,0,44.72,running
38,1,0,1,220.0,155.44,0.469,64.87,0,0,0,46.94,running
39,1,0,1,220.0,155.87,0.478,65.03,0,0,0,49.44,running
40,1,0,1,220.0,156.24,0.488,65.17,0,0,0,52.22,accident
1,1,0,1,280.0,268.88,0.332,50.22,0,0,0,8.89,running
2,1,0,1,280.0,259.27,0.403,50.42,0,0,0,28.61,running
3,1,0,1,280.0,250.77,0.465,50.62,0,0,0,45.83,running
4,1,0,1,280.0,243.57,0.518,50.83,0,0,0,60.56,accident
1,1,0,1,280.0,268.88,0.332,50.22,0,0,0,8.89,running
2,1,0,1,280.0,259.25,0.404,50.42,0,0,0,28.89,running
3,1,0,1,280.0,250.89,0.465,50.64,0,0,0,45.83,running
4,1,0,1,280.0,243.6,0.518,50.86,0,0,0,60.56,accident
1,1,0,1,280.0,269.17,0.333,50.23,0,0,0,9.17,running
2,1,0,1,280.0,259.57,0.405,50.46,0,0,0,29.17,running
3,1,0,1,280.0,251.38,0.467,50.65,0,0,0,46.39,running
4,1,0,1,280.0,244.19,0.521,50.87,0,0,0,61.39,accident
1,1,0,1,280.0,268.8,0.332,50.19,0,0,0,8.89,running
2,1,0,1,280.0,259.08,0.403,50.4,0,0,0,28.61,running
3,1,0,1,280.0,250.62,0.464,50.61,0,0,0,45.56,running
4,1,0,1,280.0,243.57,0.517,50.82,0,0,0,60.28,accident
1,1,0,1,280.0,268.89,0.333,50.2,0,0,0,9.17,running
2,1,0,1,280.0,259.25,0.404,50.4,0,0,0,28.89,running
3,1,0,1,280.0,250.95,0.466,50.6,0,0,0,46.11,running
4,1,0,1,280.0,243.76,0.519,50.81,0,0,0,60.83,accident
1,1,0,1,280.0,268.84,0.334,50.19,0,0,0,9.44,running
2,1,0,1,280.0,259.14,0.405,50.39,0,0,0,29.17,running
3,1,0,1,280.0,250.96,0.467,50.58,0,0,0,46.39,running
4,1,0,1,280.0,243.66,0.521,50.79,0,0,0,61.39,accident
1,1,0,1,280.0,268.88,0.332,50.19,0,0,0,8.89,running
2,1,0,1,280.0,259.27,0.403,50.39,0,0,0,28.61,running
3,1,0,1,280.0,250.89,0.464,50.61,0,0,0,45.56,running
4,1,0,1,280.0,243.48,0.517,50.8,0,0,0,60.28,accident
1,1,0,1,280.0,268.94,0.332,50.22,0,0,0,8.89,running
2,1,0,1,280.0,259.55,0.405,50.42,0,0,0,29.17,running
3,1,0,1,280.0,251.33,0.468,50.65,0,0,0,46.67,running
4,1,0,1,280.0,244.02,0.521,50.87,0,0,0,61.39,accident
1,1,0,1,280.0,268.99,0.333,50.19,0,0,0,9.17,running
2,1,0,1,280.0,259.34,0.405,50.41,0,0,0,29.17,running
3,1,0,1,280.0,251.22,0.467,50.63,0,0,0,46.39,running
4,1,0,1,280.0,243.77,0.521,50.86,0,0,0,61.39,accident
1,1,0,1,280.0,269.1,0.333,50.21,0,0,0,9.17,running
2,1,0,1,280.0,259.71,0.404,50.44,0,0,0,28.89,running
3,1,0,1,280.0,251.19,0.465,50.67,0,0,0,45.83,running
4,1,0,1,280.0,244.13,0.517,50.88,0,0,0,60.28,accident
1,1,0,0,150.0,145.38,0.25,50.62,0,0,0,0.0,running
2,1,0,0,150.0,141.3,0.25,51.23,0,0,0,0.0,running
3,1,0,0,150.0,137.83,0.251,51.84,0,0,0,0.0,running
4,1,0,0,150.0,135.08,0.253,52.45,0,0,0,0.0,running
5,1,0,0,150.0,132.63,0.256,53.05,0,0,0,0.0,running
6,1,0,0,150.0,130.47,0.258,53.64,0,0,0,0.0,running
7,1,0,0,150.0,128.38,0.26,54.26,0,0,0,0.0,running
8,1,0,0,150.0,126.88,0.264,54.87,0,0,0,0.0,running
9,1,0,0,150.0,125.31,0.267,55.45,0,0,0,0.0,running
10,1,0,0,150.0,123.92,0.27,56.06,0,0,0,0.0,running
11,1,0,0,150.0,122.95,0.274,56.64,0,0,0,0.0,running
12,1,0,0,150.0,122.08,0.278,57.25,0,0,0,0.0,running
13,1,0,0,150.0,121.3,0.282,57.84,0,0,0,0.0,running
14,1,0,0,150.0,120.47,0.286,58.43,0,0,0,0.0,running
15,1,0,0,150.0,119.81,0.291,59.01,0,0,0,0.0,running
16,1,0,0,150.0,119.2,0.296,59.59,0,0,0,0.0,running
17,1,0,0,150.0,118.9,0.301,60.19,0,0,0,0.28,running
18,1,0,0,150.0,118.34,0.307,60.79,0,0,0,1.94,running
19,1,0,0,150.0,117.83,0.315,61.37,0,0,0,4.17,running
20,1,0,0,150.0,117.52,0.322,61.98,0,0,0,6.11,running
21,1,0,1,220.0,122.82,0.329,62.17,0,0,0,8.06,running
22,1,0,1,220.0,127.41,0.337,62.35,0,0,0,10.28,running
23,1,0,1,220.0,131.49,0.345,62.53,0,0,0,12.5,running
24,1,0,1,220.0,134.9,0.354,62.67,0,0,0,15.0,running
25,1,0,1,220.0,138.12,0.362,62.86,0,0,0,17.22,running
26,1,0,1,220.0,140.58,0.37,63.0,0,0,0,19.44,running
27,1,0,1,220.0,142.77,0.377,63.15,0,0,0,21.39,running
28,1,0,1,220.0,144.63,0.386,63.31,0,0,0,23.89,running
29,1,0,1,220.0,146.38,0.395,63.48,0,0,0,26.39,running
30,1,0,1,220.0,147.8,0.403,63.64,0,0,0,28.61,running
31,1,0,1,220.0,149.06,0.412,63.82,0,0,0,31.11,running
32,1,0,1,220.0,150.29,0.42,63.97,0,0,0,33.33,running
33,1,0,1,220.0,151.3,0.429,64.15,0,0,0,35.83,running
34,1,0,1,220.0,152.25,0.438,64.3,0,0,0,38.33,running
35,1,0,1,220.0,152.99,0.446,64.48,0,0,0,40.56,running
36,1,0,1,220.0,153.69,0.455,64.64,0,0,0,43.06,running
37,1,0,1,220.0,154.18,0.463,64.77,0,0,0,45.28,running
38,1,0,1,220.0,154.66,0.473,64.91,0,0,0,48.06,running
39,1,0,1,220.0,155.26,0.482,65.06,0,0,0,50.56,accident
1,1,0,1,280.0,269.17,0.334,50.24,0,0,0,9.44,running
2,1,0,1,280.0,259.59,0.405,50.43,0,0,0,29.17,running
3,1,0,1,280.0,251.36,0.468,50.62,0,0,0,46.67,running
4,1,0,1,280.0,244.17,0.522,50.81,0,0,0,61.67,accident
1,1,0,1,280.0,269.0,0.332,50.2,0,0,0,8.89,running
2,1,0,1,280.0,259.59,0.403,50.41,0,0,0,28.61,running
3,1,0,1,280.0,251.07,0.464,50.61,0,0,0,45.56,running
4,1,0,1,280.0,243.64,0.517,50.84,0,0,0,60.28,accident
1,1,0,1,280.0,269.12,0.334,50.23,0,0,0,9.44,running
2,1,0,1,280.0,259.42,0.406,50.46,0,0,0,29.44,running
3,1,0,1,280.0,251.25,0.467,50.65,0,0,0,46.39,running
4,1,0,1,280.0,244.06,0.52,50.87,0,0,0,61.11,accident
1,1,0,1,280.0,269.13,0.332,50.21,0,0,0,8.89,running
2,1,0,1,280.0,259.67,0.405,50.41,0,0,0,29.17,running
3,1,0,1,280.0,251.37,0.467,50.63,0,0,0,46.39,running
4,1,0,1,280.0,244.17,0.521,50.83,0,0,0,61.39,accident
1,1,0,0,150.0,145.38,0.25,50.61,0,0,0,0.0,running
2,1,0,0,150.0,141.39,0.25,51.19,0,0,0,0.0,running
3,1,0,0,150.0,138.0,0.251,51.78,0,0,0,0.0,running
4,1,0,0,150.0,135.16,0.252,52.36,0,0,0,0.0,running
5,1,0,0,150.0,132.73,0.253,52.98,0,0,0,0.0,running
6,1,0,0,150.0,130.53,0.255,53.6,0,0,0,0.0,running
7,1,0,0,150.0,128.47,0.258,54.22,0,0,0,0.0,running
8,1,0,0,150.0,126.65,0.262,54.83,0,0,0,0.0,running
9,1,0,0,150.0,125.09,0.265,55.42,0,0,0,0.0,running
10,1,0,0,150.0,123.93,0.27,56.01,0,0,0,0.0,running
11,1,0,0,150.0,122.97,0.273,56.61,0,0,0,0.0,running
12,1,0,0,150.0,122.08,0.277,57.22,0,0,0,0.0,running
13,1,0,0,150.0,121.11,0.281,57.82,0,0,0,0.0,running
14,1,0,0,150.0,120.28,0.286,58.43,0,0,0,0.0,running
15,1,0,0,150.0,119.47,0.291,59.01,0,0,0,0.0,running
16,1,0,0,150.0,118.81,0.297,59.6,0,0,0,0.0,running
17,1,0,0,150.0,118.17,0.303,60.19,0,0,0,0.83,running
18,1,0,0,150.0,117.68,0.309,60.81,0,0,0,2.5,running
19,1,0,0,150.0,117.44,0.315,61.39,0,0,0,4.17,running
20,1,0,0,150.0,117.07,0.322,61.98,0,0,0,6.11,running
21,1,0,1,220.0,122.58,0.329,62.12,0,0,0,8.06,running
22,1,0,1,220.0,127.14,0.337,62.3,0,0,0,10.28,running
23,1,0,1,220.0,131.16,0.345,62.46,0,0,0,12.5,running
24,1,0,1,220.0,134.83,0.353,62.62,0,0,0,14.72,running
25,1,0,1,220.0,137.81,0.361,62.78,0,0,0,16.94,running
26,1,0,1,220.0,140.34,0.369,62.93,0,0,0,19.17,running
27,1,0,1,220.0,142.85,0.376,63.1,0,0,0,21.11,running
28,1,0,1,220.0,144.97,0.385,63.26,0,0,0,23.61,running
29,1,0,1,220.0,146.81,0.393,63.44,0,0,0,25.83,running
30,1,0,1,220.0,148.38,0.401,63.59,0,0,0,28.06,running
31,1,0,1,220.0,149.72,0.41,63.75,0,0,0,30.56,running
32,1,0,1,220.0,151.03,0.418,63.9,0,0,0,32.78,running
33,1,0,1,220.0,151.93,0.427,64.04,0,0,0,35.28,running
34,1,0,1,220.0,152.89,0.436,64.22,0,0,0,37.78,running
35,1,0,1,220.0,153.68,0.444,64.39,0,0,0,40.0,running
36,1,0,1,220.0,154.33,0.453,64.53,0,0,0,42.5,running
37,1,0,1,220.0,154.95,0.462,64.69,0,0,0,45.0,running
38,1,0,1,220.0,155.45,0.471,64.86,0,0,0,47.5,running
39,1,0,1,220.0,155.68,0.481,65.0,0,0,0,50.28,accident
1,1,0,1,280.0,268.85,0.332,50.21,0,0,0,8.89,running
2,1,0,1,280.0,259.18,0.403,50.44,0,0,0,28.61,running
3,1,0,1,280.0,250.74,0.465,50.65,0,0,0,45.83,running
4,1,0,1,280.0,243.54,0.517,50.85,0,0,0,60.28,accident
1,1,0,1,280.0,269.1,0.334,50.23,0,0,0,9.44,running
2,1,0,1,280.0,259.58,0.406,50.46,0,0,0,29.44,running
3,1,0,1,280.0,251.19,0.468,50.67,0,0,0,46.67,running
4,1,0,1,280.0,244.04,0.521,50.89,0,0,0,61.39,accident
1,1,0,0,150.0,145.32,0.25,50.6,0,0,0,0.0,running
2,1,0,0,150.0,141.46,0.25,51.18,0,0,0,0.0,running
3,1,0,0,150.0,138.0,0.252,51.8,0,0,0,0.0,running
4,1,0,0,150.0,135.1,0.253,52.42,0,0,0,0.0,running
5,1,0,0,150.0,132.52,0.255,53.04,0,0,0,0.0,running
6,1,0,0,150.0,130.44,0.257,53.65,0,0,0,0.0,running
7,1,0,0,150.0,128.62,0.259,54.23,0,0,0,0.0,running
8,1,0,0,150.0,126.77,0.263,54.82,0,0,0,0.0,running
9,1,0,0,150.0,125.28,0.266,55.43,0,0,0,0.0,running
10,1,0,0,150.0,123.84,0.269,56.03,0,0,0,0.0,running
11,1,0,0,150.0,122.88,0.273,56.63,0,0,0,0.0,running
12,1,0,0,150.0,121.93,0.278,57.22,0,0,0,0.0,running
13,1,0,0,150.0,121.14,0.282,57.84,0,0,0,0.0,running
14,1,0,0,150.0,120.4,0.287,58.45,0,0,0,0.0,running
15,1,0,0,150.0,119.67,0.291,59.04,0,0,0,0.0,running
16,1,0,0,150.0,119.3,0.297,59.63,0,0,0,0.0,running
17,1,0,0,150.0,118.65,0.303,60.23,0,0,0,0.83,running
18,1,0,0,150.0,118.06,0.309,60.84,0,0,0,2.5,running
19,1,0,0,150.0,117.81,0.315,61.46,0,0,0,4.17,running
20,1,0,0,150.0,117.44,0.322,62.07,0,0,0,6.11,running
21,1,0,1,220.0,122.73,0.33,62.26,0,0,0,8.33,running
22,1,0,1,220.0,127.53,0.337,62.42,0,0,0,10.28,running
23,1,0,1,220.0,131.61,0.344,62.59,0,0,0,12.22,running
24,1,0,1,220.0,135.09,0.351,62.74,0,0,0,14.17,running
25,1,0,1,220.0,138.31,0.359,62.92,0,0,0,16.39,running
26,1,0,1,220.0,141.04,0.366,63.1,0,0,0,18.33,running
27,1,0,1,220.0,143.23,0.373,63.27,0,0,0,20.28,running
28,1,0,1,220.0,145.13,0.382,63.44,0,0,0,22.78,running
29,1,0,1,220.0,146.93,0.391,63.61,0,0,0,25.28,running
30,1,0,1,220.0,148.4,0.399,63.8,0,0,0,27.5,running
31,1,0,1,220.0,149.66,0.406,63.95,0,0,0,29.44,running
32,1,0,1,220.0,150.66,0.415,64.12,0,0,0,31.94,running
33,1,0,1,220.0,151.65,0.423,64.26,0,0,0,34.17,running
34,1,0,1,220.0,152.41,0.432,64.41,0,0,0,36.67,running
35,1,0,1,220.0,153.28,0.44,64.56,0,0,0,38.89,running
36,1,0,1,220.0,153.93,0.448,64.7,0,0,0,41.11,running
37,1,0,1,220.0,154.6,0.456,64.87,0,0,0,43.33,running
38,1,0,1,220.0,155.1,0.465,65.03,0,0,0,45.83,running
39,1,0,1,220.0,155.47,0.474,65.17,0,0,0,48.33,running
40,1,0,1,220.0,155.95,0.483,65.3,0,0,0,50.83,accident
1,1,0,1,280.0,269.14,0.334,50.19,0,0,0,9.44,running
2,1,0,1,280.0,259.38,0.405,50.4,0,0,0,29.17,running
3,1,0,1,280.0,250.92,0.466,50.63,0,0,0,46.11,running
4,1,0,1,280.0,243.65,0.52,50.83,0,0,0,61.11,accident
1,1,0,1,280.0,268.83,0.333,50.22,0,0,0,9.17,running
2,1,0,1,280.0,259.19,0.405,50.42,0,0,0,29.17,running
3,1,0,1,280.0,250.88,0.467,50.62,0,0,0,46.39,running
4,1,0,1,280.0,243.75,0.52,50.82,0,0,0,61.11,accident
1,1,0,1,280.0,268.97,0.332,50.23,0,0,0,8.89,running
2,1,0,1,280.0,259.4,0.403,50.44,0,0,0,28.61,running
3,1,0,1,280.0,251.1,0.464,50.66,0,0,0,45.56,running
4,1,0,1,280.0,243.88,0.517,50.85,0,0,0,60.28,accident
1,1,0,1,279.7,269.03,0.334,50.19,0,0,0,9.44,running
2,1,0,1,279.7,259.32,0.405,50.4,0,0,0,29.17,running
3,1,0,1,279.7,250.85,0.467,50.62,0,0,0,46.39,running
4,1,0,1,279.7,243.71,0.52,50.85,0,0,0,61.11,accident
1,1,0,1,280.0,268.95,0.332,50.23,0,0,0,8.89,running
2,1,0,1,280.0,259.3,0.403,50.43,0,0,0,28.61,running
3,1,0,1,280.0,251.14,0.466,50.63,0,0,0,46.11,running
4,1,0,1,280.0,243.89,0.519,50.85,0,0,0,60.83,accident
1,1,0,0,150.0,145.42,0.251,50.59,0,0,0,0.0,running
2,1,0,0,150.0,141.39,0.252,51.18,0,0,0,0.0,running
3,1,0,0,150.0,137.92,0.254,51.77,0,0,0,0.0,running
4,1,0,0,150.0,134.98,0.256,52.37,0,0,0,0.0,running
5,1,0,0,150.0,132.58,0.258,52.97,0,0,0,0.0,running
6,1,0,0,150.0,130.53,0.26,53.58,0,0,0,0.0,running
7,1,0,0,150.0,128.5,0.262,54.19,0,0,0,0.0,running
8,1,0,0,150.0,126.72,0.265,54.79,0,0,0,0.0,running
9,1,0,0,150.0,125.28,0.267,55.41,0,0,0,0.0,running
10,1,0,0,150.0,123.85,0.27,55.99,0,0,0,0.0,running
11,1,0,0,150.0,122.63,0.275,56.61,0,0,0,0.0,running
12,1,0,0,150.0,121.58,0.279,57.21,0,0,0,0.0,running
13,1,0,0,150.0,120.8,0.283,57.8,0,0,0,0.0,running
14,1,0,0,150.0,120.16,0.288,58.42,0,0,0,0.0,running
15,1,0,0,150.0,119.69,0.294,59.04,0,0,0,0.0,running
16,1,0,0,150.0,119.29,0.299,59.65,0,0,0,0.0,running
17,1,0,0,150.0,118.84,0.306,60.24,0,0,0,1.67,running
18,1,0,0,150.0,118.57,0.312,60.83,0,0,0,3.33,running
19,1,0,0,150.0,118.17,0.319,61.42,0,0,0,5.28,running
20,1,0,0,150.0,117.9,0.325,62.0,0,0,0,6.94,running
21,1,0,1,220.0,123.25,0.332,62.18,0,0,0,8.89,running
22,1,0,1,220.0,127.72,0.34,62.35,0,0,0,11.11,running
23,1,0,1,220.0,131.82,0.348,62.52,0,0,0,13.33,running
24,1,0,1,220.0,135.13,0.355,62.66,0,0,0,15.28,running
25,1,0,1,220.0,138.33,0.363,62.81,0,0,0,17.5,running
26,1,0,1,220.0,141.07,0.371,62.98,0,0,0,19.72,running
27,1,0,1,220.0,143.23,0.378,63.12,0,0,0,21.67,running
28,1,0,1,220.0,145.33,0.387,63.3,0,0,0,24.17,running
29,1,0,1,220.0,147.01,0.396,63.48,0,0,0,26.67,running
30,1,0,1,220.0,148.51,0.404,63.63,0,0,0,28.89,running
31,1,0,1,220.0,149.99,0.411,63.8,0,0,0,30.83,running
32,1,0,1,220.0,150.89,0.42,63.95,0,0,0,33.33,running
33,1,0,1,220.0,151.68,0.429,64.1,0,0,0,35.83,running
34,1,0,1,220.0,152.52,0.437,64.26,0,0,0,38.06,running
35,1,0,1,220.0,153.27,0.446,64.41,0,0,0,40.56,running
36,1,0,1,220.0,153.79,0.455,64.56,0,0,0,43.06,running
37,1,0,1,220.0,154.31,0.464,64.73,0,0,0,45.56,running
38,1,0,1,220.0,154.93,0.472,64.9,0,0,0,47.78,running
39,1,0,1,220.0,155.46,0.48,65.03,0,0,0,50.0,accident
1,1,0,1,286.6,269.71,0.334,50.2,0,0,0,9.44,running
2,1,0,1,286.6,260.76,0.408,50.41,0,0,0,30.0,running
3,1,0,1,286.6,252.65,0.472,50.61,0,0,0,47.78,running
4,1,0,1,286.6,245.66,0.527,50.81,0,0,0,63.06,accident
1,1,0,0,150.0,145.44,0.251,50.59,0,0,0,0.0,running
2,1,0,0,150.0,141.5,0.251,51.2,0,0,0,0.0,running
3,1,0,0,150.0,138.16,0.251,51.8,0,0,0,0.0,running
4,1,0,0,150.0,135.31,0.252,52.39,0,0,0,0.0,running
5,1,0,0,150.0,132.73,0.255,52.97,0,0,0,0.0,running
6,1,0,0,150.0,130.6,0.258,53.59,0,0,0,0.0,running
7,1,0,0,150.0,128.79,0.26,54.17,0,0,0,0.0,running
8,1,0,0,150.0,127.18,0.263,54.76,0,0,0,0.0,running
9,1,0,0,150.0,125.52,0.266,55.35,0,0,0,0.0,running
10,1,0,0,150.0,124.05,0.269,55.96,0,0,0,0.0,running
11,1,0,0,150.0,123.04,0.273,56.56,0,0,0,0.0,running
12,1,0,0,150.0,121.87,0.277,57.17,0,0,0,0.0,running
13,1,0,0,150.0,120.9,0.281,57.75,0,0,0,0.0,running
14,1,0,0,150.0,120.01,0.286,58.33,0,0,0,0.0,running
15,1,0,0,150.0,119.3,0.291,58.93,0,0,0,0.0,running
16,1,0,0,150.0,118.66,0.297,59.53,0,0,0,0.0,running
17,1,0,0,150.0,118.26,0.304,60.11,0,0,0,1.11,running
18,1,0,0,150.0,118.07,0.31,60.73,0,0,0,2.78,running
19,1,0,0,150.0,117.89,0.317,61.35,0,0,0,4.72,running
20,1,0,0,150.0,117.63,0.324,61.97,0,0,0,6.67,running
21,1,0,1,220.0,122.94,0.331,62.15,0,0,0,8.61,running
22,1,0,1,220.0,127.39,0.337,62.3,0,0,0,10.28,running
23,1,0,1,220.0,131.35,0.344,62.46,0,0,0,12.22,running
24,1,0,1,220.0,134.71,0.351,62.62,0,0,0,14.17,running
25,1,0,1,220.0,137.86,0.359,62.77,0,0,0,16.39,running
26,1,0,1,220.0,140.71,0.367,62.91,0,0,0,18.61,running
27,1,0,1,220.0,142.96,0.376,63.09,0,0,0,21.11,running
28,1,0,1,220.0,144.96,0.384,63.24,0,0,0,23.33,running
29,1,0,1,220.0,146.75,0.391,63.43,0,0,0,25.28,running
30,1,0,1,220.0,148.3,0.4,63.62,0,0,0,27.78,running
31,1,0,1,220.0,149.49,0.409,63.76,0,0,0,30.28,running
32,1,0,1,220.0,150.8,0.417,63.93,0,0,0,32.5,running
33,1,0,1,220.0,151.92,0.425,64.1,0,0,0,34.72,running
34,1,0,1,220.0,152.73,0.433,64.27,0,0,0,36.94,running
35,1,0,1,220.0,153.41,0.442,64.44,0,0,0,39.44,running
36,1,0,1,220.0,154.17,0.451,64.6,0,0,0,41.94,running
